Date,BlockNo,ClosingPrice,PriceOneDay,PriceChangePercentOneDay,PriceChangeDollarOneDay,PriceSevenDay,PriceChangePercentSevenDay,PriceChangeDollarSevenDay,PriceThirtyDay,PriceChangePercentThirtyDay,PriceChangeDollarThirtyDay,BlackmailCount,BlackmailTotalBitcoin,BlackmailTotalDollar,CyberSecurityServiceCount,CyberSecurityServiceTotalBitcoin,CyberSecurityServiceTotalDollar,DarknetMarketCount,DarknetMarketTotalBitcoin,DarknetMarketTotalDollar,CentralizedExchangeCount,CentralizedExchangeTotalBitcoin,CentralizedExchangeTotalDollar,P2PFinancialInfrastructureServiceCount,P2PFinancialInfrastructureServiceTotalBitcoin,P2PFinancialInfrastructureServiceTotalDollar,P2PFinancialServiceCount,P2PFinancialServiceTotalBitcoin,P2PFinancialServiceTotalDollar,GamblingCount,GamblingTotalBitcoin,GamblingTotalDollar,GovernmentCriminalBlacklistCount,GovernmentCriminalBlacklistTotalBitcoin,GovernmentCriminalBlacklistTotalDollar,MoneyLaunderingCount,MoneyLaunderingTotalBitcoin,MoneyLaunderingTotalDollar,PonziSchemeCount,PonziSchemeTotalBitcoin,PonziSchemeTotalDollar,MiningPoolCount,MiningPoolTotalBitcoin,MiningPoolTotalDollar,TumblerCount,TumblerTotalBitcoin,TumblerTotalDollar,IndividualWalletCount,IndividualWalletTotalBitcoin,IndividualWalletTotalDollar,UnknownServiceCount,UnknownServiceTotalBitcoin,UnknownServiceTotalDollar,UnknownCount,UnknownTotalBitcoin,UnknownTotalDollar
12/14/2011,157401,3.2499,3.135,0.03665072,0.1149,3.03,0.07257426,0.2199,2.9969,0.08442057,0.253,0,0,0,0,0,0,0,0,0,1568,5861.857866,19050.45188,11,16.8,54.59832,0,0,0,11,217.1860695,705.8330074,0,0,0,3,81.7,265.51683,31,116.4899593,378.5807188,5366,134630.9063,437536.9824,4294,115253.5015,374562.3546,742,7219.007845,23461.05359,0,0,0,15728,164121.6802,533379.0486
12/15/2011,157554,3.15,3.2499,-0.03073941,-0.0999,2.99,0.05351171,0.16,2.22,0.41891892,0.93,0,0,0,0,0,0,0,0,0,1011,5572.009546,17551.83007,15,38.0581,119.883015,0,0,0,0,0,0,0,0,0,3,6.30378,19.856907,107,1663.691419,5240.627969,3326,49652.98731,156406.91,3135,108316.7192,341197.6655,645,12051.28405,37961.54477,0,0,0,13579,270760.6637,852896.0908
12/16/2011,157666,3.2,3.15,0.01587302,0.05,2.98,0.0738255,0.22,2.329,0.37398025,0.871,0,0,0,0,0,0,0,0,0,1235,9121.483531,29188.7473,57,238.6499,763.67968,0,0,0,9,905.3165494,2897.012958,0,0,0,0,0,0,33,915.0173329,2928.055465,3658,44208.25942,141466.4301,3305,111675.3091,357360.9891,747,8514.412385,27246.11963,0,0,0,17675,302666.6759,968533.3628
12/17/2011,157784,3.2,3.2,0,0,2.97,0.07744108,0.23,2.5604,0.24980472,0.6396,0,0,0,0,0,0,0,0,0,1048,5440.643427,17410.05897,4,8.029,25.6928,0,0,0,13,630.2015,2016.6448,0,0,0,9,54.8356,175.47392,35,964.7,3087.04,3977,50513.71118,161643.8758,2504,72040.37628,230529.2041,562,8457.20861,27063.06755,0,0,0,17462,218830.167,700256.5343
12/18/2011,157934,3.2001,3.2,0.00003125,0.0001,3.05,0.04921311,0.1501,2.25,0.42226667,0.9501,0,0,0,0,0,0,0,0,0,921,2895.135357,9264.722656,33,56.1894,179.8116989,0,0,0,54,666.1956142,2131.892585,0,0,0,7,49.004,156.8177004,157,1147.322175,3671.545692,5597,59048.90878,188962.413,2729,61571.76169,197035.7946,548,6550.507145,20962.27791,0,0,0,15677,193669.3277,619761.2156
12/19/2011,158078,3.193,3.2001,-0.00221868,-0.0071,3.2511,-0.01787087,-0.0581,2.05,0.55756098,1.143,0,0,0,0,0,0,0,0,0,1846,13383.91786,42734.84972,31,24.1725,77.1827925,0,0,0,27,516.429989,1648.960955,0,0,0,1,4.51,14.40043,25,300.1660759,958.4302803,6794,55550.41667,177372.4804,4965,102644.1024,327742.6189,745,8358.768435,26689.54761,0,0,0,22314,296632.8543,947148.7039
12/20/2011,158237,3.5202,3.193,0.10247416,0.3272,3.135,0.12287081,0.3852,2.1959,0.60307846,1.3243,0,0,0,0,0,0,0,0,0,2214,9906.355057,34872.35107,36,46.5307,163.7973701,0,0,0,15,355.41,1251.114282,0,0,0,7,139.47002,490.9623644,39,1226.97986,4319.214503,4450,58647.73642,206451.7617,5985,155141.1687,546127.9419,1037,10098.07385,35547.23956,1,0.9106055,3.205513481,25935,290001.4513,1020863.109
12/21/2011,158371,3.95,3.5202,0.12209534,0.4298,3.2499,0.21542201,0.7001,2.2,0.79545455,1.75,0,0,0,0,0,0,0,0,0,1272,10804.71295,42678.61615,25,57.8436,228.48222,0,0,0,62,927.8003103,3664.811226,0,0,0,0,0,0,22,254.3965771,1004.86648,5452,49829.75266,196827.523,3787,82120.93922,324377.7099,1070,7416.291667,29294.35209,35,304.0736053,1201.090741,16591,420583.1989,1661303.635
12/22/2011,158520,3.89,3.95,-0.01518987,-0.06,3.15,0.23492063,0.74,2.294,0.69572799,1.596,0,0,0,0,0,0,0,0,0,1598,7971.552269,31009.33832,58,77.7375,302.398875,0,0,0,14,435.6561932,1694.702592,0,0,0,7,70.87,275.6843,17,28.53177272,110.9885959,6053,50927.2656,198107.0632,3494,69543.90453,270525.7886,1058,8632.079738,33578.79018,0,0,0,18716,293391.5721,1141293.215
12/23/2011,158668,3.8901,3.89,0.00002571,0.0001,3.2,0.21565625,0.6901,2.3289,0.6703594,1.5612,0,0,0,0,0,0,0,0,0,1182,4701.69065,18290.0468,36,41.6509,162.0261661,0,0,0,46,445.0076466,1731.124246,0,0,0,1,103.9796519,404.4912437,49,425.2826899,1654.392192,4061,44404.16813,172736.6544,4773,63301.79542,246250.3144,717,5647.348616,21968.75085,0,0,0,17605,145547.4726,566194.2231
12/24/2011,158810,3.9468,3.8901,0.01457546,0.0567,3.2,0.233375,0.7468,2.3321,0.69238026,1.6147,0,0,0,0,0,0,0,0,0,917,2701.049962,10660.50399,43,128.9068,508.7693582,0,0,0,23,110.965,437.956662,0,0,0,133,881.9128135,3480.733492,82,589.8919085,2328.185384,4318,48944.87109,193175.6172,3147,53204.17335,209986.2314,653,2618.537387,10334.84336,0,0,0,12817,197760.7854,780522.2677
12/25/2011,158955,3.94,3.9468,-0.00172291,-0.0068,3.2001,0.23121152,0.7399,2.4321,0.61999918,1.5079,0,0,0,0,0,0,0,0,0,1329,5299.84417,20881.38603,13,62.4882,246.203508,0,0,0,62,18.06178357,71.16342727,0,0,0,9,49.179948,193.7689951,17,0.65648774,2.586561696,4678,57847.67816,227919.8519,3756,66905.6099,263608.103,510,1441.310199,5678.762183,0,0,0,16318,166304.4582,655239.5654
12/26/2011,159129,4.225,3.94,0.07233503,0.285,3.193,0.32320702,1.032,2.5061,0.68588644,1.7189,0,0,0,0,0,0,0,0,0,1554,7306.825432,30871.33745,35,56.7246,239.661435,0,0,0,19,204.5020889,864.0213257,0,0,0,5,15.5150212,65.55096457,244,182.5232382,771.1606813,5448,61923.63944,261627.3766,4149,104649.2802,442143.2088,497,1644.632757,6948.573398,2,2.34864769,9.92303649,17403,519890.3726,2196536.824
12/27/2011,159306,4.018,4.225,-0.04899408,-0.207,3.5202,0.14141242,0.4978,2.47,0.62672065,1.548,0,0,0,0,0,0,0,0,0,1265,6566.224744,26383.09102,49,29.4507,118.3329126,0,0,0,21,51.20151969,205.7277061,0,0,0,22,151.299999,607.923396,49,2863.207491,11504.3677,4812,55063.27561,221244.2414,4556,63639.8642,255704.9744,657,3081.881301,12382.99907,0,0,0,17298,535659.7381,2152280.828
12/28/2011,159451,4.07,4.018,0.01294176,0.052,3.95,0.03037975,0.12,2.4799,0.64119521,1.5901,0,0,0,0,0,0,0,0,0,1291,7468.751756,30397.81965,70,53.9312,219.499984,0,0,0,20,851.6625859,3466.266725,0,0,0,33,72.4538781,294.8872839,113,1226.205551,4990.656594,5747,57037.41608,232142.2834,3272,58525.58877,238199.1463,847,6909.8651,28123.15096,0,0,0,16051,143500.9514,584048.8721
12/29/2011,159606,4.1855,4.07,0.02837838,0.1155,3.89,0.07596401,0.2955,2.55,0.64137255,1.6355,0,0,0,0,0,0,0,0,0,1691,7501.148419,31396.05671,34,56.0003,234.3892557,0,0,0,15,15.48290402,64.80369478,0,0,0,15,285.45,1194.750975,158,2266.64288,9487.033773,4540,49558.78822,207428.3081,3894,91299.88197,382135.656,517,2822.59444,11813.96903,0,0,0,17212,348322.193,1457902.539
12/30/2011,159744,4.166,4.1855,-0.00465894,-0.0195,3.8901,0.07092363,0.2759,2.7502,0.51479892,1.4158,0,0,0,0,0,0,0,0,0,1426,5112.851935,21300.14116,32,42.9073,178.7518118,0,0,0,71,9.65627544,40.22804348,0,0,0,2,20.88,86.98608,102,735.2134138,3062.899082,4867,50244.95554,209320.4848,3242,55331.83954,230512.4435,662,2423.537793,10096.45845,0,0,0,14477,164337.2044,684628.7934
12/31/2011,159886,4.248,4.166,0.01968315,0.082,3.9468,0.07631499,0.3012,2.9701,0.43025487,1.2779,0,0,0,0,0,0,0,0,0,1647,10613.20132,45084.8792,12,17.4446,74.1046608,0,0,0,13,23.312625,99.032031,0,0,0,2,15.8015,67.124772,127,2169.332703,9215.325324,4088,56863.13239,241554.5864,4365,50811.00032,215845.1294,579,3198.991354,13589.31527,0,0,0,17294,139273.3895,591633.3585
1/1/2012,160037,4.722,4.248,0.11158192,0.474,3.94,0.19847716,0.782,3.06,0.54313725,1.662,0,0,0,0,0,0,0,0,0,2099,11002.50082,51953.80886,15,22.3308,105.4460376,0,0,0,108,616.7360898,2912.227816,0,0,0,9,41.34,195.20748,85,404.4202552,1909.672445,5227,54996.6357,259694.1138,4373,49683.98434,234607.7741,443,5247.856368,24780.37777,9,0.74149108,3.50132088,20041,217837.2002,1028627.259
1/2/2012,160190,5.2677,4.722,0.11556544,0.5457,4.225,0.2467929,1.0427,3.1151,0.69102116,2.1526,0,0,0,0,0,0,0,0,0,2246,10959.46251,57731.16066,20,20.883,110.0053791,0,0,0,39,420.7757691,2216.520519,0,0,0,122,755.4438463,3979.451549,93,478.9808241,2523.127287,5064,47098.36171,248100.04,4542,63411.11489,334030.7299,590,4260.236291,22441.64671,0,0,0,21904,127675.1738,672554.5129
1/3/2012,160341,5.2168,5.2677,-0.00966266,-0.0509,4.018,0.29835739,1.1988,2.794,0.86714388,2.4228,0,0,0,0,0,0,0,0,0,2736,12063.31688,62931.91152,3,0.0289,0.15076552,0,0,0,93,27.37442785,142.8069152,0,0,0,0,0,0,131,2362.235791,12323.31167,6358,56689.33471,295736.9213,5655,61559.08047,321141.411,853,4499.136814,23471.09693,2,21.78528108,113.6494543,20697,125570.6787,655077.1166
1/4/2012,160500,4.8808,5.2168,-0.0644073,-0.336,4.07,0.19921376,0.8108,2.8281,0.72582299,2.0527,0,0,0,0,0,0,0,0,0,1907,8140.036061,39729.88801,56,52.4494,255.9950315,0,0,0,28,14.15989725,69.1116265,0,0,0,25,480.0781915,2343.165637,95,1332.656051,6504.427651,4767,44312.55639,216280.7252,4787,74455.86929,363404.2068,593,4295.446731,20965.21641,0,0,0,23245,260060.7739,1269304.625
1/5/2012,160649,5.5738,4.8808,0.14198492,0.693,4.1855,0.33169275,1.3883,2.8798,0.93548163,2.694,0,0,0,0,0,0,0,0,0,2338,21294.47102,118691.1226,39,401.0734,2235.502917,0,0,0,28,785.1755033,4376.41122,0,0,0,55,591.5106915,3296.962292,144,1970.420614,10982.73042,5493,60360.25264,336435.9762,6864,111017.6277,618790.0534,815,4461.766563,24868.99447,0,0,0,27965,482274.865,2688103.642
1/6/2012,160796,6.9476,5.5738,0.24647458,1.3738,4.166,0.66769083,2.7816,3.03,1.29293729,3.9176,0,0,0,0,0,0,0,0,0,2553,17678.03629,122819.925,10,39.4485,274.0723986,0,0,0,84,312.1546451,2168.725612,0,0,0,32,22.25586949,154.6248789,109,1493.815213,10378.43057,4524,128432.3098,892296.3156,6976,90276.6284,627205.9035,1003,4330.072394,30083.61096,6,2.00631299,13.93906013,28532,361776.8247,2513480.667
1/7/2012,160967,6.6969,6.9476,-0.0360844,-0.2507,4.248,0.57648305,2.4489,2.99,1.23976589,3.7069,0,0,0,0,0,0,0,0,0,1530,6594.597237,44163.35824,44,33.0998,221.6660506,0,0,0,19,6.56106357,43.93878662,0,0,0,22,207,1386.2583,75,1067.126474,7146.439286,4321,96824.2381,648422.2401,4945,48296.07993,323434.0177,857,4421.84549,29612.65706,0,0,0,23916,152649.3166,1022277.208
1/8/2012,161151,6.81,6.6969,0.01688841,0.1131,4.722,0.44218551,2.088,2.98,1.2852349,3.83,0,0,0,0,0,0,0,0,0,1832,9817.237815,66855.38952,31,45.0823,307.010463,0,0,0,42,631.7878194,4302.47505,0,0,0,8,208.62056,1420.706014,100,1446.178733,9848.477174,5567,79742.19247,543044.3307,6349,59316.05696,403942.3479,2862,6621.543502,45092.71125,0,0,0,24127,192263.0546,1309311.402
1/9/2012,161314,7.1136,6.81,0.0445815,0.3036,5.2677,0.35041859,1.8459,2.97,1.39515152,4.1436,0,0,0,0,0,0,0,0,0,1943,12540.47081,89207.89317,133,78.8545,560.9393712,0,0,0,27,115.6165,822.4495344,0,0,0,20,155.92742,1109.205295,51,488.2333973,3473.097095,6007,93926.84125,668157.9779,5652,55485.09569,394698.7767,2552,5291.720063,37643.17984,0,0,0,24607,272750.8249,1940240.268
1/10/2012,161478,6.3257,7.1136,-0.11075967,-0.7879,5.2168,0.21256326,1.1089,3.05,1.074,3.2757,0,0,0,0,0,0,0,0,0,1980,6582.449073,41638.5981,32,35.0069,221.4431473,0,0,0,140,16.69895962,105.6326089,0,0,0,128,3026.191485,19142.77948,122,1438.21948,9097.744966,5005,80104.17399,506714.9734,4295,39966.82623,252818.1527,20270,13138.6292,83111.02675,0,0,0,21457,241818.2957,1529669.993
1/11/2012,161619,6.36,6.3257,0.00542232,0.0343,4.8808,0.30306507,1.4792,3.2511,0.95626096,3.1089,0,0,0,0,0,0,0,0,0,2043,7425.666237,47227.23726,55,46.42393215,295.2562085,0,0,0,55,35.87751344,228.1809855,0,0,0,0,0,0,90,995.8662362,6333.709262,6190,79939.13676,508412.9098,5100,54034.03415,343656.4572,15660,7213.944526,45880.68718,0,0,0,25776,235065.2227,1495014.816
1/12/2012,161772,6.9,6.36,0.08490566,0.54,5.5738,0.23793462,1.3262,3.135,1.20095694,3.765,0,0,0,0,0,0,0,0,0,1756,7105.559247,49028.35881,20,27.4722,189.55818,0,0,0,18,6.19061467,42.71524122,0,0,0,18,0.014,0.0966,71,987.114145,6811.087601,4875,88164.72655,608336.6132,7061,59483.07385,410433.2095,764,3607.508095,24891.80586,0,0,0,24008,196528.4996,1356046.647
1/13/2012,161927,6.8,6.9,-0.01449275,-0.1,6.9476,-0.02124475,-0.1476,3.2499,1.09237207,3.5501,0,0,0,0,0,0,0,0,0,1930,9127.822893,62069.19567,18,13.5568,92.18624,0,0,0,20,86.801,590.2468,0,0,0,6,43.11229019,293.1635733,269,2351.697689,15991.54429,5685,75353.63948,512404.7485,5951,62645.89218,425992.0668,753,3565.977249,24248.64529,0,0,0,20678,250119.7565,1700814.344
1/14/2012,162067,6.41,6.8,-0.05735294,-0.39,6.6969,-0.04284072,-0.2869,3.15,1.03492063,3.26,0,0,0,0,0,0,0,0,0,1619,16657.78158,106776.3799,78,351.2430901,2251.468207,0,0,0,29,214.6727458,1376.052301,0,0,0,11,103.1569892,661.2363005,112,470.2295124,3014.171174,4582,63689.55528,408250.0493,5405,53685.60265,344124.713,778,4040.821753,25901.66744,0,0,0,21978,198717.715,1273780.553
1/15/2012,162217,6.75,6.41,0.05304212,0.34,6.81,-0.00881057,-0.06,3.2,1.109375,3.55,0,0,0,0,0,0,0,0,0,1987,5917.228819,39941.29453,119,623.8993481,4211.3206,0,0,0,70,274.4673279,1852.654463,0,0,0,1,41,276.75,93,675.297078,4558.255277,4578,54589.68689,368480.3865,4709,45864.70943,309586.7886,529,2414.423194,16297.35656,0,0,0,22280,158400.858,1069205.791
1/16/2012,162356,7.0018,6.75,0.0373037,0.2518,7.1136,-0.01571637,-0.1118,3.2,1.1880625,3.8018,0,0,0,0,0,0,0,0,0,2649,11442.825,80120.37206,41,19.9492,139.6803086,0,0,0,45,423.7647958,2967.116348,0,0,0,6,15.84,110.908512,251,1721.37658,12052.73453,7959,79442.38682,556239.704,6061,64060.91575,448541.7199,646,2633.526842,18439.42825,0,0,0,24715,268184.7939,1877776.29
1/17/2012,162530,6.6825,7.0018,-0.04560256,-0.3193,6.3257,0.05640482,0.3568,3.2001,1.08821599,3.4824,0,0,0,0,0,0,0,0,0,2004,12976.50047,86715.46441,36,60.13887407,401.878026,0,0,0,10,233.101,1557.697433,0,0,0,22,109.038426,728.6492815,132,437.8076246,2925.649452,5684,89065.32037,595179.0034,5033,77252.94758,516242.8222,917,3768.344393,25181.96141,1,1.2578341,8.405476373,22469,250446.9605,1673611.814
1/18/2012,162688,5.6,6.6825,-0.16199027,-1.0825,6.36,-0.11949686,-0.76,3.193,0.75383652,2.407,0,0,0,0,0,0,0,0,0,2163,11755.48783,65830.73187,8,67.7044,379.14464,0,0,0,16,15.37846899,86.11942634,0,0,0,2,9.51,53.256,149,1279.88191,7167.338696,5200,71632.54919,401142.2755,6308,73674.60825,412577.8062,943,4296.257777,24059.04355,0,0,0,23209,208518.4005,1167703.043
1/19/2012,162816,5.92,5.6,0.05714286,0.32,6.9,-0.14202899,-0.98,3.5202,0.68172263,2.3998,0,0,0,0,0,0,6,95.479,565.23568,1855,7969.60694,47180.07309,17,29.72407407,175.9665185,0,0,0,71,575.0496228,3404.293767,0,0,0,9,60.95625,360.861,175,2263.987506,13402.80603,5750,86369.83056,511309.3969,5497,69769.38579,413034.7639,665,1849.572606,10949.46982,4,1.66548226,9.859654979,24131,226773.3165,1342498.034
1/20/2012,162966,6.3598,5.92,0.07429054,0.4398,6.8,-0.06473529,-0.4402,3.95,0.61007595,2.4098,0,0,0,0,0,0,0,0,0,1710,8120.232784,51643.05646,27,13.5435,86.1339513,0,0,0,58,306.4317624,1948.844723,0,0,0,13,124.5385,792.0399523,114,586.8165299,3732.035767,5799,82723.54641,526105.2104,6190,67361.1591,428403.4997,776,6382.18153,40589.39809,0,0,0,21242,191633.0372,1218747.79
1/21/2012,163111,6.4898,6.3598,0.02044089,0.13,6.41,0.0124493,0.0798,3.89,0.66832905,2.5998,0,0,0,0,0,0,2,20.0729,130.2691064,1580,6668.340624,43276.19698,16,15.97377407,103.666599,0,0,0,76,138.0377749,895.8375514,0,0,0,13,135.8507,881.6438729,92,785.6009815,5098.393249,5676,101566.3281,659145.156,5262,48590.39866,315341.9692,859,5964.493192,38708.36791,0,0,0,22341,135245.6003,877716.8967
1/22/2012,163275,6.18,6.4898,-0.04773645,-0.3098,6.75,-0.08444444,-0.57,3.8901,0.58864811,2.2899,0,0,0,0,0,0,0,0,0,1193,2002.023033,12372.50234,35,33.17537407,205.0238118,0,0,0,77,279.0815048,1724.7237,0,0,0,184,702.7220744,4342.82242,629,538.9372075,3330.631942,5781,95194.54869,588302.3109,3408,34235.94682,211578.1513,1025,4069.2967,25148.25361,0,0,0,16307,132884.9142,821228.7697
1/23/2012,163411,6.3097,6.18,0.02098706,0.1297,7.0018,-0.09884601,-0.6921,3.9468,0.59868754,2.3629,0,0,0,0,0,0,3,1.84,11.609848,1535,6667.402879,42069.31195,11,9.4956,59.91438732,0,0,0,92,261.2683605,1648.524974,0,0,0,7,19.985,126.0993545,128,2011.129218,12689.62203,5490,85278.32936,538080.6748,3871,36975.11339,233301.8729,939,11770.76045,74269.9672,0,0,0,18342,137572.0014,868038.0571
1/24/2012,163581,6.356,6.3097,0.00733791,0.0463,6.6825,-0.04885896,-0.3265,3.94,0.61319797,2.416,0,0,0,0,0,0,7,36.494054,231.9562072,1743,7914.796462,50306.44631,55,37.39894814,237.7077144,0,0,0,59,31.03955292,197.2873984,0,0,0,22,173.8550247,1105.022537,102,1644.344927,10451.45636,5336,82241.2152,522725.1638,5083,72322.72555,459683.2436,1301,8584.307428,54561.85801,0,0,0,27029,204730.4801,1301266.931
1/25/2012,163720,6.2898,6.356,-0.01041536,-0.0662,5.6,0.12317857,0.6898,4.225,0.48871006,2.0648,0,0,0,0,0,0,5,0.18419968,1.158579147,2315,11082.15209,69704.52021,223,280.8103741,1766.241091,0,0,0,22,429.4931117,2701.425774,0,0,0,5,66.46,418.020108,90,1634.005981,10277.57082,4755,79116.3207,497625.8339,6893,83551.80672,525524.1539,1143,12433.90335,78206.76527,0,0,0,28506,226801.1331,1426533.767
1/26/2012,163868,5.75,6.2898,-0.08582149,-0.5398,5.92,-0.02871622,-0.17,4.018,0.43106023,1.732,0,0,0,0,0,0,2,0.767,4.41025,2167,15399.81954,88548.96237,239,270.4771222,1555.243453,0,0,0,28,205.7564004,1183.099302,0,0,0,34,257.6021909,1481.212598,191,1799.569604,10347.52522,5295,71011.98503,408318.9139,6355,64267.11587,369535.9163,1125,6134.306281,35272.26112,0,0,0,21599,255130.6267,1467001.103
1/27/2012,164006,5.34,5.75,-0.07130435,-0.41,6.3598,-0.16035095,-1.0198,4.07,0.31203931,1.27,0,0,0,0,0,0,12,1.00119968,5.346406291,1728,8013.725671,42793.29509,93,164.3288741,877.5161875,0,0,0,70,225.3702171,1203.476959,0,0,0,26,74.213,396.29742,74,811.7974499,4334.998382,5031,62969.79188,336258.6886,6074,67666.10768,361337.015,806,4431.927199,23666.49124,0,0,0,22832,209445.4479,1118438.692
1/28/2012,164147,5.292,5.34,-0.00898876,-0.048,6.4898,-0.18456655,-1.1978,4.1855,0.26436507,1.1065,0,0,0,0,0,0,0,0,0,1903,11559.80879,61174.50812,57,72.4262,383.2794504,0,0,0,56,20.64601626,109.258718,0,0,0,212,1091.408566,5775.734133,107,4914.979959,26010.07394,6416,66987.805,354499.4641,4199,40901.60807,216451.3099,936,7068.630445,37407.19232,0,0,0,21926,114848.2511,607776.9447
1/29/2012,164292,5.6267,5.292,0.06324641,0.3347,6.18,-0.08953074,-0.5533,4.166,0.3506241,1.4607,0,0,0,0,0,0,7,22.82990055,128.4570014,2016,3796.146696,21359.77861,127,84.72707407,476.7338277,0,0,0,43,19.05358933,107.2088311,0,0,0,11,18.99301126,106.8679765,126,1576.236328,8869.008948,6564,78299.83381,440569.6749,5393,63487.06697,357222.6797,896,4712.364804,26515.06304,0,0,0,23775,190826.7896,1073725.097
1/30/2012,164459,5.3809,5.6267,-0.04368458,-0.2458,6.3097,-0.14720193,-0.9288,4.248,0.26669021,1.1329,0,0,0,0,0,0,0,0,0,1703,3895.542634,20961.52536,41,66.6055,358.397535,0,0,0,37,3.50295538,18.8490526,0,0,0,9,130.084452,699.9714278,111,650.2782361,3499.08216,5240,83970.24315,451835.4814,5507,52612.98525,283105.2123,784,4840.024962,26043.69032,0,0,0,19072,178826.7457,962248.836
1/31/2012,164631,5.4905,5.3809,0.02036834,0.1096,6.356,-0.13617055,-0.8655,4.722,0.16274884,0.7685,0,0,0,0,0,0,0,0,0,1857,9457.621271,51927.06959,161,408.4557741,2242.626428,0,0,0,40,69.93993585,384.0052178,0,0,0,13,11.09,60.889645,404,1009.718305,5543.858353,5009,85337.32591,468544.5879,5749,68292.60087,374960.5251,880,4711.704783,25869.61511,0,0,0,26240,168439.2954,924815.9512
2/1/2012,164781,5.4838,5.4905,-0.00122029,-0.0067,6.2898,-0.12814398,-0.806,5.2677,0.0410236,0.2161,0,0,0,0,0,0,0,0,0,1843,8920.769309,48919.71474,54,96.00887407,526.4934636,0,0,0,243,67.89764022,372.3370794,0,0,0,7,106.73,585.285974,151,3669.313379,20121.78071,7146,71187.92188,390380.326,5053,91830.65558,503580.9491,796,4297.585748,23567.10072,0,0,0,19709,248180.9705,1360974.806
2/2/2012,164922,6.0756,5.4838,0.10791787,0.5918,5.75,0.05662609,0.3256,5.2168,0.16462199,0.8588,0,0,0,0,0,0,0,0,0,2568,9106.903533,55329.90311,90,158.4709737,962.806248,0,0,0,80,36.09653836,219.3081285,0,0,0,22,214.9224443,1305.782803,230,1511.093106,9180.797275,6957,69867.98636,424489.9379,6019,80447.98798,488769.7957,848,3504.450371,21291.63867,1,0.11786113,0.716077081,26835,204071.3066,1239855.63
2/3/2012,165081,6.1,6.0756,0.00401606,0.0244,5.34,0.1423221,0.76,4.8808,0.24979512,1.2192,0,0,0,0,0,0,0,0,0,1951,4873.595276,29728.93118,73,40.83587407,249.0988318,0,0,0,38,41.77790329,254.8452101,0,0,0,95,978.4304362,5968.425661,220,2388.699607,14571.0676,4894,75474.0358,460391.6184,5742,69094.33023,421475.4144,1238,5027.546985,30668.03661,3,0.01005625,0.061343125,26666,220030.2443,1342184.49
2/4/2012,165239,5.9593,6.1,-0.02306557,-0.1407,5.292,0.12609599,0.6673,5.5738,0.06916287,0.3855,0,0,0,0,0,0,0,0,0,1773,5438.897492,32412.02182,65,74.94537407,446.6219677,0,0,0,13,20.78714825,123.8768526,0,0,0,1,13.97,83.251421,136,907.4591599,5407.821372,5332,71897.95692,428461.4947,5586,84055.57212,500912.3709,914,2655.498075,15824.90968,0,0,0,26644,193155.7879,1151073.287
2/5/2012,165396,5.8734,5.9593,-0.01441444,-0.0859,5.6267,0.04384453,0.2467,6.9476,-0.15461454,-1.0742,0,0,0,0,0,0,0,0,0,1711,8387.832011,49265.09254,71,89.44987407,525.3748904,0,0,0,37,102.8365886,604.0004195,0,0,0,6,151.026,887.0361084,292,2436.148055,14308.47198,5902,53165.73181,312263.6092,5968,60577.78091,355797.5384,780,3466.043286,20357.45863,1,1.9301912,11.33678499,22095,210624.3153,1237080.853
2/6/2012,165538,5.6888,5.8734,-0.03142984,-0.1846,5.3809,0.05722091,0.3079,6.6969,-0.15053234,-1.0081,0,0,0,0,0,0,9,6,34.1328,1742,6627.13814,37700.46345,75,90.50637407,514.8726608,0,0,0,54,205.551899,1169.343643,0,0,0,11,53.21652945,302.7381927,278,1319.733507,7507.699975,4141,59997.88082,341315.9444,4633,70993.1532,403865.8499,983,6728.531298,38277.26885,0,0,0,20943,171518.046,975731.86
2/7/2012,165684,5.4535,5.6888,-0.04136197,-0.2353,5.4905,-0.00673891,-0.037,6.81,-0.19919236,-1.3565,0,0,0,0,0,0,17,18,98.163,1649,8230.71046,44886.17949,36,65.0821,354.9252324,0,0,0,46,614.7785084,3352.694596,0,0,0,25,116.7381776,636.6316515,88,1668.269792,9097.909313,4376,63065.56538,343928.0608,4675,67250.93191,366752.9572,1134,4245.441267,23152.51395,0,0,0,24201,169077.1555,922062.2673
2/8/2012,165821,5.69,5.4535,0.04336665,0.2365,5.4838,0.03760166,0.2062,7.1136,-0.20012371,-1.4236,0,0,0,0,0,0,0,0,0,1645,12973.51933,73819.32499,68,255.6716737,1454.771824,0,0,0,11,205.3251535,1168.300123,0,0,0,10,167.2843,951.847667,182,2534.459885,14421.07675,5105,73179.06315,416388.8693,4714,55660.18607,316706.4588,950,7612.357183,43314.31237,0,0,0,24002,149811.3581,852426.6274
2/9/2012,165966,5.6,5.69,-0.01581722,-0.09,6.0756,-0.07828033,-0.4756,6.3257,-0.11472248,-0.7257,0,0,0,0,0,0,9,6,33.6,1504,8484.3712,47512.47872,56,109.2402737,611.7455329,0,0,0,49,16.00100616,89.6056345,0,0,0,1,5.022,28.1232,218,1744.844649,9771.130033,4613,74181.36519,415415.6451,4544,41676.262,233387.0672,956,4880.403219,27330.25802,0,0,0,27142,138229.5077,774085.243
